alcohol,sulphates,volatile acidity,density,citric acid,total sulfur dioxide,quality,tipo_calidad
11.0,0.58,0.845,0.9967,0.01,14.0,4,Baja
11.2,0.67,0.48,0.9964,0.3,28.0,7,Buena
12.0,0.54,0.33,0.9976,0.59,30.0,6,Buena
9.5,0.46,0.47,0.9979,0.47,29.0,5,Mediana
9.4,0.61,0.55,1.0004,0.17,53.0,5,Mediana
9.6,0.81,0.52,0.9973,0.07,20.0,6,Buena
9.6,0.81,0.52,0.9973,0.07,20.0,6,Buena
9.0,0.64,0.42,0.9978,0.31,42.0,5,Mediana
9.6,0.7,0.57,0.9972,0.06,27.0,6,Buena
10.2,0.79,0.28,0.9974,0.46,13.0,6,Buena
10.2,0.66,0.4,1.0,0.52,54.0,5,Mediana
9.7,0.56,0.59,0.9981,0.14,48.0,5,Mediana
9.2,0.66,0.34,0.9988,0.45,15.0,6,Buena
11.0,0.57,0.73,0.9966,0.43,31.0,5,Mediana
9.2,0.66,0.34,0.9988,0.45,15.0,6,Buena
10.0,0.58,0.4,0.9959,0.24,45.0,5,Mediana
9.5,0.52,0.73,0.9968,0.21,13.0,5,Mediana
9.5,0.52,0.73,0.9968,0.21,13.0,5,Mediana
9.3,0.67,0.4,0.9984,0.41,17.0,6,Buena
10.2,0.65,0.41,0.9984,0.39,31.0,5,Mediana
9.3,0.67,0.4,0.9984,0.41,17.0,6,Buena
9.9,0.48,0.8,0.9979,0.11,31.0,5,Mediana
9.6,0.54,0.26,0.9972,0.45,49.0,5,Mediana
10.2,0.49,0.45,0.9962,0.23,29.0,6,Buena
9.8,0.54,0.46,0.998,0.31,58.0,5,Mediana
11.3,0.56,0.78,0.997,0.23,15.0,5,Mediana
11.3,0.56,0.78,0.997,0.23,15.0,5,Mediana
9.1,0.6,0.65,0.997,0.18,40.0,5,Mediana
9.7,0.59,0.64,0.9998,0.23,38.0,5,Mediana
9.8,0.54,0.92,0.9998,0.24,93.0,5,Mediana
9.4,0.62,0.48,0.9984,0.32,122.0,5,Mediana
9.5,0.67,0.65,0.9972,0.02,25.0,6,Buena
9.5,0.67,0.65,0.9972,0.02,25.0,6,Buena
9.7,0.53,0.615,1.0001,0.28,72.0,5,Mediana
10.8,0.62,0.38,0.9986,0.55,19.0,6,Buena
9.5,0.67,0.65,0.9972,0.02,25.0,6,Buena
9.4,0.67,0.64,0.997,0.02,23.0,6,Buena
9.6,0.7,0.38,0.9972,0.48,84.0,4,Baja
9.7,0.54,0.765,0.998,0.04,14.0,4,Baja
10.0,0.47,0.78,0.9956,0.08,19.0,5,Mediana
10.5,0.51,0.49,0.9966,0.19,37.0,5,Mediana
11.6,0.61,0.545,0.996,0.12,35.0,6,Buena
10.0,0.66,0.31,0.9983,0.47,33.0,6,Buena
9.5,0.61,0.565,0.9998,0.34,112.0,5,Mediana
9.4,0.45,0.69,0.9992,0.0,33.0,5,Mediana
9.4,0.46,0.43,0.9976,0.36,48.0,5,Mediana
9.8,0.51,0.74,0.998,0.28,77.0,5,Mediana
9.2,0.48,0.49,0.9967,0.18,34.0,6,Buena
9.4,0.46,0.43,0.9976,0.36,48.0,5,Mediana
10.0,0.57,0.46,0.9968,0.11,49.0,5,Mediana
9.6,0.44,0.56,0.9976,0.04,22.0,5,Mediana
9.6,0.44,0.56,0.9976,0.04,22.0,5,Mediana
9.2,0.53,0.48,0.9982,0.24,106.0,5,Mediana
10.0,0.59,0.42,0.9968,0.08,48.0,5,Mediana
10.4,0.55,0.66,0.9976,0.17,13.0,5,Mediana
11.1,0.72,0.72,0.9994,0.09,49.0,6,Buena
9.5,0.68,0.57,0.997,0.02,11.0,5,Mediana
9.5,0.68,0.57,0.997,0.02,11.0,5,Mediana
12.7,0.49,0.865,0.995,0.03,58.0,6,Buena
11.5,0.52,0.875,0.9994,0.13,14.0,5,Mediana
9.6,0.47,0.835,0.9966,0.03,19.0,5,Mediana
9.5,0.6,0.45,0.998,0.34,72.0,5,Mediana
9.3,0.62,0.56,0.9987,0.2,39.0,5,Mediana
9.5,0.5,0.965,0.9963,0.1,22.0,5,Mediana
9.5,0.5,0.965,0.9963,0.1,22.0,5,Mediana
9.3,0.65,0.59,1.0002,0.0,58.0,6,Buena
9.2,0.56,0.46,0.9983,0.23,104.0,5,Mediana
9.3,0.6,0.69,0.999,0.0,38.0,5,Mediana
9.2,0.65,0.615,0.9972,0.0,18.0,5,Mediana
10.0,0.53,0.41,1.00024,0.58,101.0,5,Mediana
9.5,0.51,0.39,1.0001,0.54,101.0,5,Mediana
9.5,0.73,0.51,0.99768,0.18,28.0,6,Buena
9.0,0.47,0.34,0.9978,0.38,57.0,6,Buena
9.4,0.48,0.33,0.99782,0.4,68.0,5,Mediana
9.6,0.72,0.5,0.99761,0.18,31.0,6,Buena
9.5,0.73,0.51,0.99768,0.18,28.0,6,Buena
9.5,0.55,0.65,0.99803,0.1,40.0,5,Mediana
9.5,0.55,0.65,0.99803,0.1,40.0,5,Mediana
9.4,0.61,0.54,0.99785,0.13,66.0,5,Mediana
9.5,0.55,0.65,0.99803,0.1,40.0,5,Mediana
10.7,0.43,0.91,0.99525,0.07,47.0,6,Buena
11.2,0.46,0.98,0.99488,0.01,33.0,6,Buena
9.8,0.5,0.87,0.99656,0.0,31.0,5,Mediana
9.8,0.5,0.87,0.99656,0.0,31.0,5,Mediana
9.2,0.52,0.42,0.99823,0.21,88.0,5,Mediana
9.7,0.57,0.58,0.99779,0.25,104.0,5,Mediana
9.6,0.42,0.655,0.99738,0.26,35.0,5,Mediana
10.0,0.53,0.7,0.99701,0.0,19.0,6,Buena
9.6,0.42,0.655,0.99738,0.26,35.0,5,Mediana
9.5,0.55,0.68,0.99888,0.11,44.0,6,Buena
9.5,0.54,0.67,0.99888,0.1,48.0,6,Buena
9.4,0.54,0.59,0.99738,0.18,74.0,5,Mediana
9.5,0.62,0.6,0.99938,0.32,98.0,5,Mediana
9.7,0.53,0.59,0.99744,0.02,94.0,6,Buena
9.6,0.54,0.72,0.99668,0.01,32.0,5,Mediana
9.7,0.53,0.59,0.99744,0.02,94.0,6,Buena
10.0,0.46,1.0,0.99586,0.0,16.0,5,Mediana
10.5,0.61,0.43,0.99788,0.3,34.0,5,Mediana
9.8,0.6,0.52,0.99745,0.03,92.0,5,Mediana
9.8,0.65,0.46,0.99732,0.14,37.0,5,Mediana
10.0,0.53,0.82,0.99814,0.05,96.0,5,Mediana
9.8,0.65,0.46,0.99732,0.14,37.0,5,Mediana
9.8,0.59,0.59,0.99746,0.01,85.0,5,Mediana
9.5,0.5,0.35,0.9982,0.41,61.0,5,Mediana
9.5,0.5,0.35,0.9982,0.41,61.0,5,Mediana
10.1,0.56,0.56,0.9991,0.24,58.0,6,Buena
10.1,0.56,0.56,0.9991,0.24,58.0,6,Buena
9.3,0.52,0.63,0.998,0.17,119.0,5,Mediana
9.7,0.68,0.37,0.99708,0.43,82.0,6,Buena
9.7,0.6,0.61,0.99745,0.02,87.0,6,Buena
10.8,0.56,0.6,0.99639,0.0,13.0,5,Mediana
12.5,0.53,0.27,0.99531,0.54,26.0,6,Buena
10.7,0.52,0.5,0.9987,0.34,14.0,6,Buena
10.7,0.52,0.5,0.9987,0.34,14.0,6,Buena
10.0,0.44,0.55,0.99735,0.09,17.0,5,Mediana
12.9,0.94,0.585,0.99264,0.0,86.0,7,Buena
9.6,0.66,0.56,0.9971,0.08,46.0,6,Buena
9.9,0.57,0.52,0.99682,0.22,18.0,6,Buena
12.8,0.7,0.28,0.99356,0.4,10.0,7,Buena
12.5,0.71,0.25,0.99386,0.39,10.0,7,Buena
12.8,0.7,0.28,0.99356,0.4,10.0,7,Buena
10.3,0.55,0.48,0.99693,0.31,15.0,6,Buena
10.5,0.47,0.49,0.99562,0.1,14.0,5,Mediana
10.8,0.71,0.45,0.99818,0.33,38.0,5,Mediana
11.4,0.58,0.39,0.99462,0.24,7.0,4,Baja
10.8,0.71,0.45,0.99818,0.33,38.0,5,Mediana
10.5,0.58,0.51,0.9984,0.19,30.0,6,Buena
11.9,0.73,0.29,0.99545,0.42,27.0,6,Buena
9.4,0.45,0.715,0.99632,0.0,47.0,5,Mediana
9.6,0.54,0.66,0.99976,0.15,59.0,5,Mediana
9.7,0.6,0.685,0.99606,0.0,22.0,5,Mediana
9.8,0.64,0.54,0.9973,0.13,36.0,5,Mediana
9.8,0.64,0.54,0.9973,0.13,36.0,5,Mediana
10.3,0.53,0.48,0.99682,0.28,16.0,5,Mediana
10.7,0.49,0.46,0.99624,0.14,37.0,5,Mediana
11.0,0.64,0.27,0.9951,0.34,8.0,7,Buena
10.7,0.49,0.46,0.99624,0.14,37.0,5,Mediana
11.1,0.77,0.61,0.99376,0.08,24.0,6,Buena
10.9,0.55,0.685,0.99632,0.07,9.0,4,Baja
11.1,0.77,0.61,0.99376,0.08,24.0,6,Buena
9.4,0.47,0.685,0.99694,0.26,23.0,5,Mediana
9.3,0.51,0.665,0.99655,0.1,55.0,5,Mediana
11.2,0.83,0.31,0.99672,0.35,28.0,7,Buena
10.0,0.47,0.5,0.99647,0.04,26.0,5,Mediana
12.1,0.77,0.42,0.99736,0.47,34.0,7,Buena
10.3,0.63,0.66,0.99629,0.0,31.0,5,Mediana
10.9,0.72,0.5,0.99708,0.45,68.0,6,Buena
9.4,0.62,0.685,0.9963,0.35,92.0,5,Mediana
10.6,0.83,0.25,0.9959,0.46,42.0,6,Buena
9.8,0.66,0.64,0.99689,0.21,31.0,5,Mediana
9.8,0.66,0.64,0.99689,0.21,31.0,5,Mediana
9.9,0.7,0.68,0.9977,0.16,39.0,6,Buena
9.8,0.66,0.64,0.99689,0.21,31.0,5,Mediana
9.8,0.66,0.63,0.99689,0.21,32.0,5,Mediana
9.5,0.55,0.43,0.99708,0.44,22.0,5,Mediana
9.5,0.55,0.43,0.99708,0.44,22.0,5,Mediana
10.9,0.73,0.36,0.99652,0.39,55.0,6,Buena
10.9,0.73,0.36,0.99652,0.39,55.0,6,Buena
11.7,0.71,0.735,0.99538,0.02,14.0,7,Buena
10.9,0.73,0.36,0.99652,0.39,55.0,6,Buena
11.3,0.78,0.26,0.99594,0.34,47.0,7,Buena
10.6,0.67,0.28,0.99686,0.47,32.0,7,Buena
11.2,0.82,0.56,0.99438,0.22,24.0,6,Buena
9.5,0.54,0.62,0.99746,0.06,85.0,5,Mediana
10.4,0.44,0.42,0.99628,0.32,25.0,5,Mediana
9.7,0.53,0.62,0.99746,0.06,84.0,5,Mediana
9.5,0.54,0.62,0.99746,0.06,85.0,5,Mediana
9.7,0.54,0.635,0.99748,0.07,86.0,5,Mediana
11.3,0.83,0.49,0.99438,0.22,24.0,6,Buena
11.2,0.84,0.51,0.99438,0.23,22.0,6,Buena
11.2,0.82,0.56,0.99438,0.22,24.0,6,Buena
10.9,0.64,0.63,0.99578,0.03,43.0,6,Buena
11.8,0.57,0.715,0.99371,0.01,43.0,6,Buena
10.6,0.57,0.56,0.99522,0.03,46.0,5,Mediana
10.0,0.54,0.35,0.99576,0.24,48.0,4,Baja
11.1,0.58,0.21,0.99552,0.37,10.0,7,Buena
11.8,0.65,0.38,0.99664,0.46,10.0,7,Buena
11.8,0.79,0.31,0.99614,0.4,16.0,7,Buena
10.9,0.58,0.47,0.99517,0.0,14.0,4,Baja
11.8,0.57,0.715,0.99371,0.01,43.0,6,Buena
9.5,0.55,0.6,0.99745,0.04,88.0,5,Mediana
9.9,0.49,0.56,0.99576,0.18,21.0,5,Mediana
11.4,0.65,0.715,0.99533,0.0,35.0,6,Buena
9.5,0.55,0.6,0.99745,0.04,88.0,5,Mediana
10.5,0.64,0.75,0.99824,0.14,30.0,5,Mediana
10.4,0.65,0.8,0.99836,0.12,28.0,6,Buena
12.1,0.79,0.52,0.99577,0.38,56.0,7,Buena
11.2,0.56,0.57,0.99491,0.0,64.0,6,Buena
10.1,0.58,0.34,0.99576,0.24,52.0,5,Mediana
9.7,0.57,0.66,0.99743,0.03,86.0,5,Mediana
9.3,0.65,0.45,0.99774,0.23,18.0,6,Buena
9.7,0.57,0.66,0.99743,0.03,86.0,5,Mediana
9.8,0.58,0.63,0.99745,0.03,88.0,6,Buena
10.7,0.58,0.59,0.9955,0.01,43.0,6,Buena
12.5,0.77,0.31,0.99444,0.39,43.0,7,Buena
10.7,0.58,0.59,0.9955,0.01,43.0,6,Buena
12.5,0.77,0.31,0.99444,0.39,43.0,7,Buena
11.8,0.69,0.31,0.99562,0.36,39.0,5,Mediana
10.8,0.69,0.635,0.99736,0.1,33.0,7,Buena
10.8,0.69,0.635,0.99736,0.1,33.0,7,Buena
9.5,0.59,0.58,0.998,0.2,115.0,5,Mediana
11.0,0.71,0.54,0.9964,0.27,78.0,5,Mediana
11.5,0.54,0.56,0.9948,0.0,9.0,6,Buena
10.8,0.59,0.52,0.99528,0.13,61.0,6,Buena
11.5,0.52,0.305,0.99331,0.39,11.0,6,Buena
12.2,0.62,0.46,0.99674,0.44,8.0,6,Buena
11.5,0.52,0.305,0.99331,0.39,11.0,6,Buena
11.9,0.67,0.315,0.99512,0.4,6.0,6,Buena
11.0,0.72,0.36,0.9964,0.32,79.0,6,Buena
11.8,0.89,0.62,0.99504,0.12,46.0,6,Buena
10.5,0.56,0.41,0.99786,0.37,23.0,5,Mediana
11.0,0.72,0.36,0.9964,0.32,79.0,6,Buena
11.8,0.89,0.62,0.99504,0.12,46.0,6,Buena
11.2,0.8,0.47,0.99516,0.27,28.0,5,Mediana
9.2,0.59,0.67,0.99736,0.19,75.0,4,Baja
11.2,0.8,0.47,0.99516,0.27,28.0,5,Mediana
12.0,0.73,0.33,0.99468,0.38,19.0,7,Buena
9.8,0.65,0.61,0.99748,0.01,38.0,5,Mediana
9.5,0.59,0.4,0.9971,0.29,66.0,6,Buena
9.8,0.65,0.61,0.99748,0.01,38.0,5,Mediana
11.8,0.72,0.3,0.99543,0.38,72.0,6,Buena
11.8,0.72,0.3,0.99543,0.38,72.0,6,Buena
10.4,0.6,0.63,0.99791,0.5,26.0,4,Baja
12.9,0.72,0.38,0.99356,0.38,42.0,7,Buena
11.4,0.54,0.46,0.99425,0.17,11.0,5,Mediana
12.4,0.76,0.33,0.99509,0.52,25.0,7,Buena
10.0,0.64,0.43,0.99834,0.4,52.0,7,Buena
9.7,0.6,0.5,0.99864,0.34,45.0,7,Buena
11.1,0.79,0.44,0.99566,0.42,20.0,7,Buena
12.4,0.62,0.28,0.99408,0.48,12.0,7,Buena
11.9,0.76,0.12,0.99552,0.45,21.0,7,Buena
11.9,0.76,0.12,0.99552,0.45,21.0,7,Buena
11.9,0.76,0.12,0.99552,0.45,21.0,7,Buena
12.4,0.62,0.28,0.99408,0.48,12.0,7,Buena
11.2,0.68,0.31,0.99536,0.4,10.0,7,Buena
12.1,0.69,0.34,0.99458,0.48,9.0,7,Buena
12.2,0.54,0.43,0.99538,0.4,11.0,6,Buena
10.4,0.67,0.21,0.99648,0.52,23.0,5,Mediana
11.3,0.62,0.36,0.99568,0.52,10.0,6,Buena
11.1,0.58,0.37,0.99613,0.52,51.0,6,Buena
10.0,0.61,0.59,0.99735,0.05,32.0,5,Mediana
11.1,0.85,0.47,0.99518,0.27,38.0,6,Buena
9.3,0.62,0.56,0.99592,0.14,18.0,5,Mediana
9.5,0.69,0.57,0.99654,0.02,16.0,5,Mediana
11.2,0.69,0.27,0.99546,0.39,27.0,6,Buena
11.1,0.85,0.47,0.99518,0.27,38.0,6,Buena
11.0,0.86,0.34,0.99554,0.4,48.0,6,Buena
11.9,0.58,0.38,0.99604,0.41,10.0,7,Buena
9.2,0.48,0.66,0.99733,0.2,113.0,5,Mediana
12.2,0.6,0.4,0.9943,0.43,46.0,6,Buena
10.2,0.61,0.56,0.99669,0.09,22.0,5,Mediana
10.9,0.87,0.26,0.99724,0.48,10.0,6,Buena
10.9,0.87,0.26,0.99724,0.48,10.0,6,Buena
11.6,0.65,0.38,0.99643,0.5,13.0,7,Buena
10.7,0.63,0.34,0.99605,0.44,12.0,5,Mediana
9.4,0.52,0.41,0.997,0.3,72.0,5,Mediana
9.4,0.52,0.41,0.997,0.3,72.0,5,Mediana
9.1,0.5,0.59,0.99801,0.29,119.0,5,Mediana
11.3,0.49,0.4,0.99416,0.32,29.0,7,Buena
10.4,0.63,0.45,0.9969,0.49,6.0,5,Mediana
10.5,0.71,0.5,0.99774,0.3,17.0,6,Buena
10.0,0.62,0.86,0.99712,0.26,28.0,5,Mediana
10.5,0.71,0.5,0.99774,0.3,17.0,6,Buena
10.4,0.63,0.45,0.9969,0.49,6.0,5,Mediana
11.3,0.58,0.58,0.99562,0.0,11.0,6,Buena
11.4,0.55,0.34,0.9947,0.39,7.0,7,Buena
9.4,0.5,0.36,0.99693,0.3,70.0,5,Mediana
9.4,0.49,0.39,0.99596,0.12,27.0,5,Mediana
10.9,0.51,0.295,0.99556,0.4,21.0,6,Buena
9.4,0.49,0.39,0.99596,0.12,27.0,5,Mediana
9.4,0.48,0.34,0.99694,0.28,68.0,5,Mediana
9.4,0.48,0.4,0.99554,0.1,47.0,6,Buena
9.4,0.48,0.34,0.99694,0.28,68.0,5,Mediana
9.4,0.43,0.35,0.99918,0.45,88.0,5,Mediana
10.1,0.62,0.6,0.99697,0.06,41.0,6,Buena
9.1,0.48,0.84,0.99554,0.34,10.0,6,Buena
11.5,0.72,0.43,0.99495,0.3,12.0,7,Buena
10.6,0.82,0.35,0.99676,0.38,47.0,7,Buena
11.7,0.84,0.29,0.99516,0.33,27.0,7,Buena
12.8,0.55,0.36,0.9928,0.32,8.0,7,Buena
10.3,0.54,0.43,0.99603,0.29,45.0,5,Mediana
12.8,0.55,0.36,0.9928,0.32,8.0,7,Buena
11.7,0.84,0.29,0.99516,0.33,27.0,7,Buena
11.7,0.84,0.3,0.99516,0.34,25.0,7,Buena
12.0,0.7,0.35,0.99549,0.4,24.0,7,Buena
10.9,0.68,0.5,0.99722,0.36,55.0,5,Mediana
12.3,0.55,0.28,0.99354,0.45,12.0,7,Buena
10.4,0.55,0.32,0.9957,0.31,19.0,6,Buena
10.0,0.48,1.005,0.99604,0.15,32.0,5,Mediana
10.0,0.58,0.71,0.99635,0.0,31.0,6,Buena
11.4,0.84,0.39,0.99598,0.46,27.0,6,Buena
12.6,0.75,0.38,0.99486,0.4,28.0,7,Buena
10.4,0.61,0.5,0.99636,0.14,23.0,5,Mediana
10.5,0.54,0.51,0.99584,0.09,9.0,5,Mediana
12.3,0.55,0.32,0.99506,0.42,9.0,6,Buena
10.5,0.56,0.58,0.99568,0.01,18.0,7,Buena
10.4,0.6,0.83,0.99822,0.0,43.0,6,Buena
12.6,0.56,0.31,0.99364,0.32,36.0,6,Buena
11.6,0.52,0.795,0.99378,0.0,52.0,5,Mediana
10.1,0.54,0.34,0.99586,0.21,68.0,6,Buena
10.5,0.56,0.58,0.99568,0.01,18.0,7,Buena
11.5,0.55,0.59,0.99488,0.0,14.0,7,Buena
11.0,0.58,0.55,0.99514,0.01,15.0,7,Buena
10.4,0.59,0.57,0.99592,0.08,27.0,6,Buena
9.7,0.47,0.745,0.99739,0.18,48.0,6,Buena
10.6,0.65,0.37,0.99683,0.34,17.0,7,Buena
12.5,0.59,0.31,0.99356,0.34,35.0,7,Buena
9.2,0.56,0.91,0.99672,0.1,56.0,5,Mediana
11.1,0.83,0.5,0.99692,0.21,39.0,6,Buena
10.2,0.67,0.965,0.99756,0.0,32.0,5,Mediana
9.8,0.64,0.49,0.99547,0.19,26.0,6,Buena
11.1,0.83,0.5,0.99692,0.21,39.0,6,Buena
12.2,0.62,0.39,0.99294,0.33,53.0,6,Buena
11.4,0.58,0.44,0.99438,0.0,38.0,6,Buena
10.7,0.62,0.78,0.99612,0.0,45.0,6,Buena
10.4,0.64,0.43,0.99634,0.17,51.0,5,Mediana
10.9,0.78,0.49,0.99702,0.36,14.0,6,Buena
10.8,0.77,0.5,0.99704,0.36,17.0,6,Buena
10.4,0.64,0.43,0.99634,0.17,51.0,5,Mediana
12.9,0.55,0.605,0.99258,0.05,25.0,5,Mediana
12.7,0.77,0.33,0.99426,0.42,20.0,7,Buena
9.1,0.62,0.64,0.99747,0.27,77.0,6,Buena
9.1,0.62,0.64,0.99747,0.27,77.0,6,Buena
11.6,0.76,0.53,0.9971,0.57,52.0,7,Buena
9.9,0.7,0.23,0.9981,0.57,8.0,6,Buena
11.4,0.64,0.38,0.9956,0.44,15.0,6,Buena
11.8,0.63,0.29,0.99565,0.65,17.0,6,Buena
11.8,0.57,0.74,0.99418,0.09,10.0,6,Buena
10.2,0.6,0.61,0.9963,0.18,20.0,6,Buena
12.5,0.72,0.52,0.99358,0.08,26.0,7,Buena
10.9,0.83,0.31,0.99572,0.53,10.0,7,Buena
10.9,0.83,0.31,0.99572,0.53,10.0,7,Buena
10.8,0.62,0.62,0.997,0.35,52.0,5,Mediana
11.1,0.89,0.33,0.99498,0.45,37.0,7,Buena
9.5,0.58,0.35,0.9968,0.26,75.0,6,Buena
10.7,0.58,0.62,0.9972,0.33,37.0,6,Buena
11.4,0.73,0.32,0.99534,0.56,8.0,6,Buena
11.8,0.51,0.27,0.99471,0.56,8.0,6,Buena
9.5,0.59,0.38,0.99685,0.3,70.0,6,Buena
12.0,0.77,0.42,0.99617,0.45,59.0,6,Buena
9.5,0.59,0.38,0.99685,0.3,70.0,6,Buena
9.6,0.49,0.48,0.99529,0.08,64.0,5,Mediana
11.2,0.69,0.19,0.994,0.42,30.0,6,Buena
9.9,0.76,0.41,0.99735,0.54,41.0,7,Buena
9.9,0.76,0.41,0.99735,0.54,41.0,7,Buena
11.4,0.6,0.34,0.99546,0.42,19.0,6,Buena
11.5,0.59,0.54,0.99479,0.09,16.0,6,Buena
12.0,0.86,0.31,0.99615,0.36,31.0,7,Buena
10.5,0.5,0.4,0.99772,0.47,20.0,5,Mediana
9.4,0.52,0.52,0.99666,0.38,18.0,5,Mediana
9.4,0.52,0.52,0.99666,0.38,18.0,5,Mediana
12.4,0.78,0.34,0.99392,0.42,36.0,6,Buena
12.0,0.63,0.49,0.99388,0.27,25.0,6,Buena
11.2,0.54,0.48,0.99402,0.09,30.0,6,Buena
12.0,0.63,0.49,0.99388,0.27,25.0,6,Buena
12.4,0.66,0.48,0.9936,0.34,25.0,6,Buena
12.8,0.6,0.57,0.99374,0.28,49.0,5,Mediana
12.3,0.54,0.23,0.99376,0.42,17.0,6,Buena
11.7,0.85,0.3,0.99523,0.41,24.0,7,Buena
9.5,0.49,0.78,0.99855,0.1,13.0,5,Mediana
10.0,0.64,0.53,0.99593,0.0,14.0,6,Buena
11.0,0.71,0.33,0.99396,0.41,35.0,6,Buena
9.5,0.59,0.24,0.99698,0.39,10.0,6,Buena
11.3,0.6,0.69,0.99572,0.07,21.0,6,Buena
11.3,0.6,0.69,0.99572,0.07,21.0,6,Buena
11.3,0.6,0.69,0.99572,0.07,21.0,6,Buena
13.3,0.53,0.39,0.99252,0.12,24.0,6,Buena
12.9,0.58,0.66,0.99256,0.0,15.0,5,Mediana
12.3,0.55,0.5,0.99352,0.0,28.0,6,Buena
11.2,0.65,0.4,0.99674,0.37,29.0,6,Buena
11.5,0.62,0.58,0.99557,0.0,13.0,4,Baja
11.3,0.59,0.24,0.99394,0.35,27.0,7,Buena
11.5,0.6,0.76,0.99379,0.0,52.0,6,Buena
10.0,0.68,0.43,0.9984,0.33,89.0,5,Mediana
10.5,0.69,0.43,0.99798,0.35,70.0,6,Buena
10.4,0.63,0.6,0.9977,0.0,10.0,6,Buena
11.8,0.74,0.28,0.99524,0.35,15.0,7,Buena
11.9,0.6,0.25,0.9946,0.43,50.0,6,Buena
11.4,0.76,0.52,0.99774,0.45,13.0,6,Buena
11.4,0.76,0.52,0.99774,0.45,13.0,6,Buena
9.5,0.64,0.51,0.99764,0.24,86.0,6,Buena
9.5,0.65,0.4,0.9969,0.3,79.0,6,Buena
11.0,0.85,0.38,0.99624,0.32,71.0,6,Buena
11.4,0.65,0.45,0.99354,0.11,12.0,6,Buena
10.0,0.82,0.22,0.99672,0.3,20.0,6,Buena
10.1,0.62,0.32,0.99588,0.23,70.0,5,Mediana
10.4,0.81,0.2,0.99672,0.43,51.0,6,Buena
11.6,0.66,0.39,0.99526,0.42,21.0,6,Buena
12.0,0.52,0.35,0.99585,0.47,11.0,6,Buena
12.8,0.76,0.33,0.99473,0.32,12.0,7,Buena
12.5,0.65,0.58,0.99352,0.23,70.0,6,Buena
9.8,0.53,0.6,0.99616,0.25,38.0,5,Mediana
11.1,0.66,0.42,0.99622,0.35,38.0,6,Buena
9.8,0.53,0.6,0.99616,0.25,38.0,5,Mediana
12.9,0.87,0.51,0.9924,0.18,101.0,7,Buena
10.8,0.67,0.41,0.99728,0.43,37.0,5,Mediana
11.1,0.72,0.36,0.99676,0.57,20.0,7,Buena
10.2,0.75,0.45,0.99551,0.43,21.0,6,Buena
11.8,0.71,0.32,0.99434,0.42,19.0,7,Buena
10.0,0.67,0.785,0.99692,0.24,21.0,5,Mediana
10.0,0.67,0.785,0.99692,0.24,21.0,5,Mediana
10.2,0.98,0.54,0.99709,0.26,60.0,5,Mediana
12.4,0.88,0.33,0.99528,0.39,48.0,7,Buena
12.0,0.56,0.34,0.99384,0.27,44.0,6,Buena
11.5,0.62,0.5,0.99502,0.29,14.0,6,Buena
10.5,0.67,0.36,0.99667,0.34,12.0,6,Buena
10.8,0.68,0.59,0.99522,0.0,44.0,6,Buena
12.3,0.74,0.42,0.99649,0.46,16.0,6,Buena
9.5,0.62,0.36,0.99716,0.31,65.0,6,Buena
9.5,0.62,0.36,0.99716,0.31,65.0,6,Buena
12.7,0.66,0.66,0.99318,0.0,11.0,7,Buena
11.4,0.73,0.915,0.99346,0.0,78.0,5,Mediana
11.0,0.81,0.35,0.99599,0.33,47.0,6,Buena
11.0,0.81,0.35,0.99599,0.33,47.0,6,Buena
11.4,0.46,0.39,0.99478,0.43,11.0,5,Mediana
10.5,0.86,0.4,0.99754,0.4,54.0,6,Buena
9.3,0.6,0.66,0.99572,0.07,61.0,5,Mediana
10.9,0.7,0.64,0.99538,0.23,119.0,5,Mediana
11.9,0.46,0.43,0.99346,0.3,39.0,6,Buena
11.9,0.46,0.43,0.99346,0.3,39.0,6,Buena
10.9,0.7,0.64,0.99538,0.23,119.0,5,Mediana
9.6,0.44,0.955,0.99616,0.05,19.0,4,Baja
12.4,0.8,0.25,0.99439,0.37,41.0,7,Buena
9.5,0.59,0.745,0.99588,0.12,64.0,6,Buena
9.5,0.6,0.43,0.99633,0.22,56.0,6,Buena
9.5,0.58,0.58,0.99686,0.23,94.0,6,Buena
9.8,0.54,0.57,0.99458,0.21,9.0,6,Buena
10.9,0.79,0.26,0.9951,0.26,77.0,6,Buena
9.5,0.58,0.58,0.99686,0.23,94.0,6,Buena
9.8,0.54,0.57,0.99458,0.21,9.0,6,Buena
11.2,0.54,0.34,0.99419,0.36,10.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.2,0.87,0.39,0.99428,0.43,24.0,7,Buena
10.4,0.62,0.65,0.99498,0.02,15.0,6,Buena
9.3,0.62,0.44,0.9957,0.15,53.0,5,Mediana
10.4,0.62,0.65,0.99498,0.02,15.0,6,Buena
10.5,0.75,0.38,0.99659,0.42,13.0,6,Buena
10.4,0.48,0.33,0.99628,0.46,9.0,6,Buena
11.3,0.56,0.27,0.99488,0.46,29.0,6,Buena
9.5,0.69,0.57,0.99677,0.31,79.0,6,Buena
10.6,0.69,0.4,0.996,0.31,24.0,6,Buena
10.9,0.83,0.39,0.99478,0.4,50.0,6,Buena
